congress,publishdate,title,section,browseline1,firstpage,textfile
115,"October 29, 2018","Representative A. Drew Ferguson IV, Biography",REPRESENTATIVE,A. Drew Ferguson IV ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-3.htm
115,"October 29, 2018","Representative Tom Graves, Biography",REPRESENTATIVE,Tom Graves ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-14.htm
115,"October 29, 2018","Representative Karen C. Handel, Biography",REPRESENTATIVE,Karen C. Handel ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-6.htm
115,"October 29, 2018","Representative Jody B. Hice, Biography",REPRESENTATIVE,Jody B. Hice ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-10.htm
115,"October 29, 2018","Representative Henry C. ""Hank"" Johnson, Jr., Biography",REPRESENTATIVE,"Henry C. ""Hank"" Johnson, Jr. ",Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-4.htm
115,"October 29, 2018","Representative John Lewis, Biography",REPRESENTATIVE,John Lewis ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-5.htm
115,"October 29, 2018","Representative Barry Loudermilk, Biography",REPRESENTATIVE,Barry Loudermilk ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-11.htm
115,"October 29, 2018","Representative Austin Scott, Biography",REPRESENTATIVE,Austin Scott ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-8.htm
115,"October 29, 2018","Representative David Scott, Biography",REPRESENTATIVE,David Scott ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-13.htm
115,"October 29, 2018","Representative Rob Woodall, Biography",REPRESENTATIVE,Rob Woodall ,Georgia (GA),CDIR-2018-10-29/html/CDIR-2018-10-29-GA-H-7.htm
115,"October 29, 2018",Guam State Delegation,STATEDELEGATION,Guam (GU) Congressional Delegation ,Guam (GU),CDIR-2018-10-29/html/CDIR-2018-10-29-GU.htm
115,"October 29, 2018","Delegate Madeleine Z. Bordallo, Biography",DELEGATE,Madeleine Z. Bordallo ,Guam (GU),CDIR-2018-10-29/html/CDIR-2018-10-29-GU-H.htm
115,"October 29, 2018",Hawaii State Delegation,STATEDELEGATION,Hawaii (HI) Congressional Delegation ,Hawaii (HI),CDIR-2018-10-29/html/CDIR-2018-10-29-HI.htm
115,"October 29, 2018","Senator Mazie K. Hirono, Biography",SENATOR,Mazie K. Hirono ,Hawaii (HI),CDIR-2018-10-29/html/CDIR-2018-10-29-HI-S-2.htm
115,"October 29, 2018","Senator Brian Schatz, Biography",SENATOR,Brian Schatz ,Hawaii (HI),CDIR-2018-10-29/html/CDIR-2018-10-29-HI-S-1.htm
115,"October 29, 2018","Representative Tulsi Gabbard, Biography",REPRESENTATIVE,Tulsi Gabbard ,Hawaii (HI),CDIR-2018-10-29/html/CDIR-2018-10-29-HI-H-2.htm
115,"October 29, 2018","Representative Colleen Hanabusa, Biography",REPRESENTATIVE,Colleen Hanabusa ,Hawaii (HI),CDIR-2018-10-29/html/CDIR-2018-10-29-HI-H-1.htm
115,"October 29, 2018",Idaho State Delegation,STATEDELEGATION,Idaho (ID) Congressional Delegation ,Idaho (ID),CDIR-2018-10-29/html/CDIR-2018-10-29-ID.htm
115,"October 29, 2018","Senator Mike Crapo, Biography",SENATOR,Mike Crapo ,Idaho (ID),CDIR-2018-10-29/html/CDIR-2018-10-29-ID-S-1.htm
115,"October 29, 2018","Senator James E. Risch, Biography",SENATOR,James E. Risch ,Idaho (ID),CDIR-2018-10-29/html/CDIR-2018-10-29-ID-S-2.htm
115,"October 29, 2018","Representative Raul R. Labrador, Biography",REPRESENTATIVE,Raul R. Labrador ,Idaho (ID),CDIR-2018-10-29/html/CDIR-2018-10-29-ID-H-1.htm
115,"October 29, 2018","Representative Michael K. Simpson, Biography",REPRESENTATIVE,Michael K. Simpson ,Idaho (ID),CDIR-2018-10-29/html/CDIR-2018-10-29-ID-H-2.htm
115,"October 29, 2018",Illinois State Delegation,STATEDELEGATION,Illinois (IL) Congressional Delegation ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL.htm
115,"October 29, 2018","Senator Tammy Duckworth, Biography",SENATOR,Tammy Duckworth ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-S-2.htm
115,"October 29, 2018","Senator Richard J. Durbin, Biography",SENATOR,Richard J. Durbin ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-S-1.htm
115,"October 29, 2018","Representative Mike Bost, Biography",REPRESENTATIVE,Mike Bost ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-12.htm
115,"October 29, 2018","Representative Cheri Bustos, Biography",REPRESENTATIVE,Cheri Bustos ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-17.htm
115,"October 29, 2018","Representative Danny K. Davis, Biography",REPRESENTATIVE,Danny K. Davis ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-7.htm
115,"October 29, 2018","Representative Rodney Davis, Biography",REPRESENTATIVE,Rodney Davis ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-13.htm
115,"October 29, 2018","Representative Bill Foster, Biography",REPRESENTATIVE,Bill Foster ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-11.htm
115,"October 29, 2018","Representative Luis V. Gutierrez, Biography",REPRESENTATIVE,Luis V. Gutierrez ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-4.htm
115,"October 29, 2018","Representative Randy Hultgren, Biography",REPRESENTATIVE,Randy Hultgren ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-14.htm
115,"October 29, 2018","Representative Robin L. Kelly, Biography",REPRESENTATIVE,Robin L. Kelly ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-2.htm
115,"October 29, 2018","Representative Adam Kinzinger, Biography",REPRESENTATIVE,Adam Kinzinger ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-16.htm
115,"October 29, 2018","Representative Raja Krishnamoorthi, Biography",REPRESENTATIVE,Raja Krishnamoorthi ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-8.htm
115,"October 29, 2018","Representative Darin Lahood, Biography",REPRESENTATIVE,Darin LaHood ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-18.htm
115,"October 29, 2018","Representative Daniel Lipinski, Biography",REPRESENTATIVE,Daniel Lipinski ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-3.htm
115,"October 29, 2018","Representative Mike Quigley, Biography",REPRESENTATIVE,Mike Quigley ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-5.htm
115,"October 29, 2018","Representative Peter J. Roskam, Biography",REPRESENTATIVE,Peter J. Roskam ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-6.htm
115,"October 29, 2018","Representative Bobby L. Rush, Biography",REPRESENTATIVE,Bobby L. Rush ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-1.htm
115,"October 29, 2018","Representative Janice D. Schakowsky, Biography",REPRESENTATIVE,Janice D. Schakowsky ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-9.htm
115,"October 29, 2018","Representative Bradley Scott Schneider, Biography",REPRESENTATIVE,Bradley Scott Schneider ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-10.htm
115,"October 29, 2018","Representative John Shimkus, Biography",REPRESENTATIVE,John Shimkus ,Illinois (IL),CDIR-2018-10-29/html/CDIR-2018-10-29-IL-H-15.htm
115,"October 29, 2018",Indiana State Delegation,STATEDELEGATION,Indiana (IN) Congressional Delegation ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN.htm
115,"October 29, 2018","Senator Joe Donnelly, Biography",SENATOR,Joe Donnelly ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-S-1.htm
115,"October 29, 2018","Senator Todd Young, Biography",SENATOR,Todd Young ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-S-2.htm
115,"October 29, 2018","Representative Jim Banks, Biography",REPRESENTATIVE,Jim Banks ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-3.htm
115,"October 29, 2018","Representative Susan W. Brooks, Biography",REPRESENTATIVE,Susan W. Brooks ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-5.htm
115,"October 29, 2018","Representative Larry Bucshon, Biography",REPRESENTATIVE,Larry Bucshon ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-8.htm
115,"October 29, 2018","Representative Andre Carson, Biography",REPRESENTATIVE,Andre Carson ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-7.htm
115,"October 29, 2018","Representative Trey Hollingsworth, Biography",REPRESENTATIVE,Trey Hollingsworth ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-9.htm
115,"October 29, 2018","Representative Luke Messer, Biography",REPRESENTATIVE,Luke Messer ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-6.htm
115,"October 29, 2018","Representative Todd Rokita, Biography",REPRESENTATIVE,Todd Rokita ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-4.htm
115,"October 29, 2018","Representative Peter J. Visclosky, Biography",REPRESENTATIVE,Peter J. Visclosky ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-1.htm
115,"October 29, 2018","Representative Jackie Walorski, Biography",REPRESENTATIVE,Jackie Walorski ,Indiana (IN),CDIR-2018-10-29/html/CDIR-2018-10-29-IN-H-2.htm
115,"October 29, 2018",Iowa State Delegation,STATEDELEGATION,Iowa (IA) Congressional Delegation ,Iowa (IA),CDIR-2018-10-29/html/CDIR-2018-10-29-IA.htm
115,"October 29, 2018","Senator Joni Ernst, Biography",SENATOR,Joni Ernst ,Iowa (IA),CDIR-2018-10-29/html/CDIR-2018-10-29-IA-S-2.htm
115,"October 29, 2018","Senator Chuck Grassley, Biography",SENATOR,Chuck Grassley ,Iowa (IA),CDIR-2018-10-29/html/CDIR-2018-10-29-IA-S-1.htm
115,"October 29, 2018","Representative Rod Blum, Biography",REPRESENTATIVE,Rod Blum ,Iowa (IA),CDIR-2018-10-29/html/CDIR-2018-10-29-IA-H-1.htm
115,"October 29, 2018","Representative Steve King, Biography",REPRESENTATIVE,Steve King ,Iowa (IA),CDIR-2018-10-29/html/CDIR-2018-10-29-IA-H-4.htm
115,"October 29, 2018","Representative David Loebsack, Biography",REPRESENTATIVE,David Loebsack ,Iowa (IA),CDIR-2018-10-29/html/CDIR-2018-10-29-IA-H-2.htm
115,"October 29, 2018","Representative David Young, Biography",REPRESENTATIVE,David Young ,Iowa (IA),CDIR-2018-10-29/html/CDIR-2018-10-29-IA-H-3.htm
115,"October 29, 2018",Kansas State Delegation,STATEDELEGATION,Kansas (KS) Congressional Delegation ,Kansas (KS),CDIR-2018-10-29/html/CDIR-2018-10-29-KS.htm
115,"October 29, 2018","Senator Jerry Moran, Biography",SENATOR,Jerry Moran ,Kansas (KS),CDIR-2018-10-29/html/CDIR-2018-10-29-KS-S-2.htm
115,"October 29, 2018","Senator Pat Roberts, Biography",SENATOR,Pat Roberts ,Kansas (KS),CDIR-2018-10-29/html/CDIR-2018-10-29-KS-S-1.htm
115,"October 29, 2018","Representative Ron Estes, Biography",REPRESENTATIVE,Ron Estes ,Kansas (KS),CDIR-2018-10-29/html/CDIR-2018-10-29-KS-H-4.htm
115,"October 29, 2018","Representative Lynn Jenkins, Biography",REPRESENTATIVE,Lynn Jenkins ,Kansas (KS),CDIR-2018-10-29/html/CDIR-2018-10-29-KS-H-2.htm
115,"October 29, 2018","Representative Roger W. Marshall, Biography",REPRESENTATIVE,Roger W. Marshall ,Kansas (KS),CDIR-2018-10-29/html/CDIR-2018-10-29-KS-H-1.htm
115,"October 29, 2018","Representative Kevin Yoder, Biography",REPRESENTATIVE,Kevin Yoder ,Kansas (KS),CDIR-2018-10-29/html/CDIR-2018-10-29-KS-H-3.htm
115,"October 29, 2018",Kentucky State Delegation,STATEDELEGATION,Kentucky (KY) Congressional Delegation ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY.htm
115,"October 29, 2018","Senator Mitch Mcconnell, Biography",SENATOR,Mitch McConnell ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-S-1.htm
115,"October 29, 2018","Senator Rand Paul, Biography",SENATOR,Rand Paul ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-S-2.htm
115,"October 29, 2018","Representative Andy Barr, Biography",REPRESENTATIVE,Andy Barr ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-H-6.htm
115,"October 29, 2018","Representative James Comer, Biography",REPRESENTATIVE,James Comer ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-H-1.htm
115,"October 29, 2018","Representative Brett Guthrie, Biography",REPRESENTATIVE,Brett Guthrie ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-H-2.htm
115,"October 29, 2018","Representative Thomas Massie, Biography",REPRESENTATIVE,Thomas Massie ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-H-4.htm
115,"October 29, 2018","Representative Harold Rogers, Biography",REPRESENTATIVE,Harold Rogers ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-H-5.htm
115,"October 29, 2018","Representative John A. Yarmuth, Biography",REPRESENTATIVE,John A. Yarmuth ,Kentucky (KY),CDIR-2018-10-29/html/CDIR-2018-10-29-KY-H-3.htm
115,"October 29, 2018",Louisiana State Delegation,STATEDELEGATION,Louisiana (LA) Congressional Delegation ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA.htm
115,"October 29, 2018","Senator Bill Cassidy, Biography",SENATOR,Bill Cassidy ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-S-1.htm
115,"October 29, 2018","Senator John Kennedy, Biography",SENATOR,John Kennedy ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-S-2.htm
115,"October 29, 2018","Representative Ralph Lee Abraham, Biography",REPRESENTATIVE,Ralph Lee Abraham ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-H-5.htm
115,"October 29, 2018","Representative Garret Graves, Biography",REPRESENTATIVE,Garret Graves ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-H-6.htm
115,"October 29, 2018","Representative Clay Higgins, Biography",REPRESENTATIVE,Clay Higgins ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-H-3.htm
115,"October 29, 2018","Representative Mike Johnson, Biography",REPRESENTATIVE,Mike Johnson ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-H-4.htm
115,"October 29, 2018","Representative Cedric L. Richmond, Biography",REPRESENTATIVE,Cedric L. Richmond ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-H-2.htm
115,"October 29, 2018","Representative Steve Scalise, Biography",REPRESENTATIVE,Steve Scalise ,Louisiana (LA),CDIR-2018-10-29/html/CDIR-2018-10-29-LA-H-1.htm
115,"October 29, 2018",Maine State Delegation,STATEDELEGATION,Maine (ME) Congressional Delegation ,Maine (ME),CDIR-2018-10-29/html/CDIR-2018-10-29-ME.htm
115,"October 29, 2018","Senator Susan M. Collins, Biography",SENATOR,Susan M. Collins ,Maine (ME),CDIR-2018-10-29/html/CDIR-2018-10-29-ME-S-1.htm
115,"October 29, 2018","Senator Angus S. King Jr., Biography",SENATOR,Angus S. King Jr. ,Maine (ME),CDIR-2018-10-29/html/CDIR-2018-10-29-ME-S-2.htm
115,"October 29, 2018","Representative Chellie Pingree, Biography",REPRESENTATIVE,Chellie Pingree ,Maine (ME),CDIR-2018-10-29/html/CDIR-2018-10-29-ME-H-1.htm
115,"October 29, 2018","Representative Bruce Poliquin, Biography",REPRESENTATIVE,Bruce Poliquin ,Maine (ME),CDIR-2018-10-29/html/CDIR-2018-10-29-ME-H-2.htm
115,"October 29, 2018",Maryland State Delegation,STATEDELEGATION,Maryland (MD) Congressional Delegation ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD.htm
115,"October 29, 2018","Senator Benjamin L. Cardin, Biography",SENATOR,Benjamin L. Cardin ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-S-1.htm
115,"October 29, 2018","Senator Chris Van Hollen, Biography",SENATOR,Chris Van Hollen ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-S-2.htm
115,"October 29, 2018","Representative Anthony G. Brown, Biography",REPRESENTATIVE,Anthony G. Brown ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-4.htm
115,"October 29, 2018","Representative Elijah E. Cummings, Biography",REPRESENTATIVE,Elijah E. Cummings ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-7.htm
115,"October 29, 2018","Representative John K. Delaney, Biography",REPRESENTATIVE,John K. Delaney ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-6.htm
115,"October 29, 2018","Representative Andy Harris, Biography",REPRESENTATIVE,Andy Harris ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-1.htm
115,"October 29, 2018","Representative Steny H. Hoyer, Biography",REPRESENTATIVE,Steny H. Hoyer ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-5.htm
115,"October 29, 2018","Representative Jamie Raskin, Biography",REPRESENTATIVE,Jamie Raskin ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-8.htm
115,"October 29, 2018","Representative C. A. Dutch Ruppersberger, Biography",REPRESENTATIVE,C. A. Dutch Ruppersberger ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-2.htm
115,"October 29, 2018","Representative John P. Sarbanes, Biography",REPRESENTATIVE,John P. Sarbanes ,Maryland (MD),CDIR-2018-10-29/html/CDIR-2018-10-29-MD-H-3.htm
115,"October 29, 2018",Massachusetts State Delegation,STATEDELEGATION,Massachusetts (MA) Congressional Delegation ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA.htm
115,"October 29, 2018","Senator Edward J. Markey, Biography",SENATOR,Edward J. Markey ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-S-2.htm
115,"October 29, 2018","Senator Elizabeth Warren, Biography",SENATOR,Elizabeth Warren ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-S-1.htm
115,"October 29, 2018","Representative Michael E. Capuano, Biography",REPRESENTATIVE,Michael E. Capuano ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-7.htm
115,"October 29, 2018","Representative Katherine M. Clark, Biography",REPRESENTATIVE,Katherine M. Clark ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-5.htm
115,"October 29, 2018","Representative William R. Keating, Biography",REPRESENTATIVE,William R. Keating ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-9.htm
115,"October 29, 2018","Representative Joseph P. Kennedy III, Biography",REPRESENTATIVE,Joseph P. Kennedy III ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-4.htm
115,"October 29, 2018","Representative Stephen F. Lynch, Biography",REPRESENTATIVE,Stephen F. Lynch ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-8.htm
115,"October 29, 2018","Representative James P. Mcgovern, Biography",REPRESENTATIVE,James P. McGovern ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-2.htm
115,"October 29, 2018","Representative Seth Moulton, Biography",REPRESENTATIVE,Seth Moulton ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-6.htm
115,"October 29, 2018","Representative Richard E. Neal, Biography",REPRESENTATIVE,Richard E. Neal ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-1.htm
115,"October 29, 2018","Representative Niki Tsongas, Biography",REPRESENTATIVE,Niki Tsongas ,Massachusetts (MA),CDIR-2018-10-29/html/CDIR-2018-10-29-MA-H-3.htm
115,"October 29, 2018",Michigan State Delegation,STATEDELEGATION,Michigan (MI) Congressional Delegation ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI.htm
115,"October 29, 2018","Senator Gary C. Peters, Biography",SENATOR,Gary C. Peters ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-S-2.htm
115,"October 29, 2018","Senator Debbie Stabenow, Biography",SENATOR,Debbie Stabenow ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-S-1.htm
115,"October 29, 2018","Representative Justin Amash, Biography",REPRESENTATIVE,Justin Amash ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-3.htm
115,"October 29, 2018","Representative Jack Bergman, Biography",REPRESENTATIVE,Jack Bergman ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-1.htm
115,"October 29, 2018","Representative Mike Bishop, Biography",REPRESENTATIVE,Mike Bishop ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-8.htm
115,"October 29, 2018","Representative Debbie Dingell, Biography",REPRESENTATIVE,Debbie Dingell ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-12.htm
115,"October 29, 2018","Representative Bill Huizenga, Biography",REPRESENTATIVE,Bill Huizenga ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-2.htm
115,"October 29, 2018","Representative Daniel T. Kildee, Biography",REPRESENTATIVE,Daniel T. Kildee ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-5.htm
115,"October 29, 2018","Representative Brenda L. Lawrence, Biography",REPRESENTATIVE,Brenda L. Lawrence ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-13.htm
115,"October 29, 2018","Representative Sander M. Levin, Biography",REPRESENTATIVE,Sander M. Levin ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-9.htm
115,"October 29, 2018","Representative Paul Mitchell, Biography",REPRESENTATIVE,Paul Mitchell ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-10.htm
115,"October 29, 2018","Representative John R. Moolenaar, Biography",REPRESENTATIVE,John R. Moolenaar ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-4.htm
115,"October 29, 2018","Representative David A. Trott, Biography",REPRESENTATIVE,David A. Trott ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-11.htm
115,"October 29, 2018","Representative Fred Upton, Biography",REPRESENTATIVE,Fred Upton ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-6.htm
115,"October 29, 2018","Representative Tim Walberg, Biography",REPRESENTATIVE,Tim Walberg ,Michigan (MI),CDIR-2018-10-29/html/CDIR-2018-10-29-MI-H-7.htm
115,"October 29, 2018",Minnesota State Delegation,STATEDELEGATION,Minnesota (MN) Congressional Delegation ,Minnesota (MN),CDIR-2018-10-29/html/CDIR-2018-10-29-MN.htm
115,"October 29, 2018","Senator Amy Klobuchar, Biography",SENATOR,Amy Klobuchar ,Minnesota (MN),CDIR-2018-10-29/html/CDIR-2018-10-29-MN-S-1.htm
